ID,p_val,log2FC,pct.1,pct.2,Pvalue,,,,
Dlc1,3.09E-152,0.381154308,0.99,0.976,6.84E-148,,,,
Pi4k2a,7.64E-29,0.381087292,0.952,0.854,1.69E-24,,,,
Bach1,2.83E-33,0.380946095,0.726,0.481,6.26E-29,,,,
Neat1,4.82E-23,0.380744056,1,0.999,1.07E-18,,,,
Spred1,2.80E-25,0.37976137,0.982,0.974,6.20E-21,,,,
Swap70,2.57E-39,0.379690015,0.936,0.795,5.69E-35,,,,
Atp7a,2.64E-29,0.379678907,0.994,0.988,5.83E-25,,,,
Trerf1,5.47E-20,0.379633725,0.967,0.935,1.21E-15,,,,
Gab1,5.23E-32,0.37960025,0.635,0.399,1.16E-27,,,,
Aire,4.65E-107,0.37909264,0.435,0.095,1.03E-102,,,,
Arhgap12,5.45E-64,0.378742665,0.476,0.175,1.20E-59,,,,
Tpd52,2.26E-36,0.378361268,0.999,0.998,4.99E-32,,,,
Arih1,1.42E-34,0.37817635,1,0.999,3.14E-30,,,,
Gm19951,3.24E-10,0.378159519,0.339,0.255,7.17E-06,,,,
Sap30,1.31E-68,0.377364081,0.929,0.664,2.90E-64,,,,
Hspa1b,4.35E-05,0.376849181,0.578,0.511,0.960977041,,,,
Camk2g,8.10E-72,0.376724083,0.743,0.436,1.79E-67,,,,
Rtn4,5.23E-38,0.376025898,1,0.999,1.16E-33,,,,
Mcub,1.57E-13,0.375626128,0.371,0.268,3.47E-09,,,,
Ppp1r15b,2.49E-53,0.375349446,0.648,0.362,5.50E-49,,,,
Afg3l2,1.36E-47,0.374558372,0.655,0.395,3.01E-43,,,,
Phlda1,1.54E-19,0.374193659,1,0.999,3.42E-15,,,,
Dapp1,2.02E-14,0.374177475,0.285,0.183,4.47E-10,,,,
Dleu2,3.08E-18,0.37410383,0.97,0.919,6.81E-14,,,,
Atp11b,2.77E-19,0.373972213,0.975,0.96,6.13E-15,,,,
Etv6,7.75E-17,0.373400599,0.994,0.993,1.71E-12,,,,
Paxbp1,2.37E-53,0.372812328,0.594,0.321,5.23E-49,,,,
Senp2,6.03E-20,0.371760588,0.976,0.964,1.33E-15,,,,
Id1,1.53E-07,0.371598201,0.129,0.078,0.00337967,,,,
Cd24a,7.23E-15,0.37133551,0.139,0.06,1.60E-10,,,,
Snx13,1.08E-63,0.37034776,0.836,0.515,2.39E-59,,,,
Dapk1,3.63E-13,0.370152407,0.182,0.101,8.02E-09,,,,
Gpr183,2.16E-13,0.369673319,0.104,0.04,4.77E-09,,,,
Klf4,1.43E-21,0.369307968,0.975,0.942,3.17E-17,,,,
Gm47507,7.54E-14,0.369196087,0.151,0.072,1.67E-09,,,,
Gm2a,5.58E-17,0.368427988,0.978,0.895,1.23E-12,,,,
Filip1l,6.90E-27,0.368152309,0.534,0.323,1.53E-22,,,,
Foxj3,1.56E-60,0.367412721,0.46,0.177,3.46E-56,,,,
Map3k8,1.43E-12,0.366949529,0.319,0.221,3.15E-08,,,,
Stat2,4.12E-12,0.366595827,0.243,0.158,9.12E-08,,,,
Cul3,3.84E-28,0.365150659,0.994,0.991,8.50E-24,,,,
Cyth1,2.26E-18,0.365086194,0.532,0.383,4.99E-14,,,,
Malt1,1.67E-12,0.364272857,0.609,0.491,3.69E-08,,,,
Me2,1.12E-23,0.36385316,0.408,0.243,2.48E-19,,,,
Uck2,4.35E-25,0.36359034,0.973,0.962,9.61E-21,,,,
Lrrc8c,3.72E-13,0.363183721,0.298,0.201,8.23E-09,,,,
Coro2a,6.13E-15,0.363030659,0.199,0.107,1.36E-10,,,,
Med13l,4.73E-18,0.362214249,0.978,0.94,1.05E-13,,,,
P2ry10b,9.38E-12,0.361631176,0.259,0.169,2.07E-07,,,,
Prr5l,8.76E-23,0.361616805,0.125,0.034,1.94E-18,,,,
Adss,3.33E-23,0.361576142,0.961,0.921,7.37E-19,,,,
Kdm4c,9.61E-57,0.36121506,0.86,0.595,2.13E-52,,,,
Hist1h1e,2.13E-18,0.361193843,0.928,0.899,4.71E-14,,,,
Gbp5,2.33E-12,0.361130523,0.106,0.044,5.16E-08,,,,
Arhgap25,1.06E-08,0.360557016,0.297,0.227,0.000234067,,,,
Ston2,1.33E-13,0.360535149,0.144,0.068,2.94E-09,,,,
Hpcal1,3.10E-21,0.360512686,0.587,0.43,6.86E-17,,,,
Arf4,6.02E-37,0.360430343,1,0.997,1.33E-32,,,,
Tppp3,3.98E-13,0.360241191,0.115,0.048,8.80E-09,,,,
Atf6,8.68E-38,0.360192945,0.994,0.99,1.92E-33,,,,
1500015L24Rik,2.60E-16,0.360078712,0.124,0.047,5.75E-12,,,,
Abl2,3.34E-22,0.359973905,0.986,0.973,7.39E-18,,,,
Ranbp2,9.82E-24,0.359326157,0.975,0.943,2.17E-19,,,,
Vps13d,9.48E-56,0.359198442,0.813,0.461,2.10E-51,,,,
Herc4,4.71E-49,0.359098462,0.874,0.623,1.04E-44,,,,
Zc3h7a,3.27E-29,0.358811308,0.963,0.901,7.23E-25,,,,
Maml2,3.84E-15,0.35880707,0.964,0.96,8.48E-11,,,,
Iffo2,2.91E-49,0.357909466,0.551,0.291,6.44E-45,,,,
Dcdc2a,4.40E-95,0.357858512,0.558,0.215,9.72E-91,,,,
Arl6ip6,4.93E-68,0.35784325,0.554,0.254,1.09E-63,,,,
Gvin1,2.19E-18,0.35773116,0.131,0.046,4.85E-14,,,,
Pmp22,5.16E-07,0.357644725,0.237,0.177,0.011403345,,,,
Cited2,2.38E-21,0.357415478,0.997,0.992,5.27E-17,,,,
Plcl1,1.66E-08,0.356924868,0.101,0.052,0.000367166,,,,
Chka,8.27E-12,0.356795154,0.99,0.987,1.83E-07,,,,
Sdccag8,7.21E-43,0.356333255,0.718,0.471,1.59E-38,,,,
Bcl6,2.06E-11,0.356195319,0.49,0.399,4.55E-07,,,,
Oasl2,1.21E-11,0.35610724,0.315,0.224,2.67E-07,,,,
Fbxo11,4.68E-12,0.355968818,0.987,0.976,1.03E-07,,,,
Dgkd,3.27E-37,0.354971587,0.447,0.226,7.23E-33,,,,
Ddi2,1.83E-39,0.354837434,0.536,0.289,4.04E-35,,,,
Gpcpd1,4.89E-10,0.354137534,0.284,0.205,1.08E-05,,,,
Slc2a1,7.99E-26,0.354101414,0.988,0.959,1.77E-21,,,,
Hipk2,8.88E-18,0.353850043,0.993,0.993,1.96E-13,,,,
Necap1,3.81E-39,0.353709833,0.682,0.475,8.43E-35,,,,
Smurf1,9.74E-65,0.353183861,0.648,0.329,2.15E-60,,,,
Nckap1l,5.54E-08,0.352635783,0.483,0.415,0.001225394,,,,
Nktr,9.44E-37,0.352400174,0.999,0.999,2.09E-32,,,,
Msr1,3.77E-10,0.352240853,0.554,0.489,8.34E-06,,,,
R3hcc1l,9.28E-41,0.351661983,0.532,0.279,2.05E-36,,,,
Glipr2,6.08E-14,0.351269064,0.184,0.099,1.34E-09,,,,
Acap2,5.25E-17,0.350693292,0.982,0.968,1.16E-12,,,,
Gpbp1l1,2.84E-44,0.350196098,0.438,0.203,6.29E-40,,,,
Samd8,4.26E-45,0.350070073,0.613,0.338,9.42E-41,,,,
Nfkbiz,2.13E-11,0.349988973,0.991,0.968,4.70E-07,,,,
Slfn5,1.27E-11,0.348816579,0.362,0.267,2.81E-07,,,,
Tet2,5.56E-34,0.348396797,0.958,0.793,1.23E-29,,,,
Wipf1,4.76E-16,0.348248604,0.491,0.346,1.05E-11,,,,
Zbp1,2.50E-12,0.348143033,0.383,0.287,5.54E-08,,,,
Prdx6,2.48E-12,0.347831293,0.999,0.998,5.47E-08,,,,
Galnt7,5.86E-18,0.346629102,0.431,0.297,1.30E-13,,,,
Rtp4,1.21E-08,0.346559517,0.304,0.232,0.000267402,,,,
Relch,1.75E-55,0.346095543,0.717,0.421,3.88E-51,,,,
Rab43,2.84E-15,0.345839153,0.961,0.911,6.28E-11,,,,
Dock4,7.35E-09,0.345609401,0.507,0.436,0.000162451,,,,
Irf2,2.62E-26,0.345435077,0.907,0.752,5.79E-22,,,,
Eef1e1,4.05E-75,0.344621141,0.633,0.321,8.96E-71,,,,
Smg1,1.68E-30,0.343658338,0.994,0.987,3.72E-26,,,,
Spag9,5.46E-27,0.343262158,0.999,0.997,1.21E-22,,,,
Lpxn,2.65E-08,0.342545501,0.546,0.485,0.000585037,,,,
Mxi1,9.50E-21,0.342152189,0.986,0.973,2.10E-16,,,,
Srsf5,5.18E-40,0.342121984,0.998,0.998,1.15E-35,,,,
Stxbp6,6.72E-18,0.340851773,0.102,0.028,1.49E-13,,,,
Nipbl,4.48E-31,0.339310596,0.996,0.987,9.90E-27,,,,
Rnf213,5.58E-08,0.338637313,0.967,0.955,0.001233422,,,,
Kdm6a,3.13E-18,0.33799866,0.98,0.973,6.93E-14,,,,
Far1,9.53E-37,0.337250605,0.42,0.21,2.11E-32,,,,
Plxdc2,3.11E-05,0.336314618,0.13,0.09,0.687814171,,,,
Stambpl1,2.24E-11,0.336282802,0.163,0.091,4.96E-07,,,,
Cep170,7.73E-28,0.335918092,0.965,0.908,1.71E-23,,,,
Siah2,3.65E-37,0.335473772,0.378,0.179,8.07E-33,,,,
Ppp1r15a,1.93E-17,0.334913627,0.967,0.893,4.27E-13,,,,
Ifi206,2.76E-08,0.334812689,0.163,0.101,0.000610422,,,,
Tap1,4.28E-12,0.333664324,0.276,0.188,9.46E-08,,,,
Runx1,4.45E-18,0.333329875,0.993,0.989,9.84E-14,,,,
Gbp7,7.86E-17,0.333180499,0.246,0.134,1.74E-12,,,,
Braf,4.59E-31,0.333175498,0.991,0.987,1.02E-26,,,,
Atp6v1b2,2.48E-25,0.333104941,1,0.997,5.47E-21,,,,
Nlrc5,1.41E-12,0.332578323,0.221,0.133,3.12E-08,,,,
Tmem189,1.38E-27,0.331794736,0.996,0.993,3.05E-23,,,,
Csf1,2.61E-11,0.331742848,0.09,0.036,5.76E-07,,,,
R3hdm1,1.47E-42,0.331227652,0.998,0.989,3.25E-38,,,,
Ifnar1,3.05E-30,0.331198492,0.613,0.382,6.75E-26,,,,
Cers6,9.50E-18,0.330836861,0.993,0.988,2.10E-13,,,,
Ythdf3,1.53E-29,0.330061606,0.992,0.981,3.38E-25,,,,
Fam129a,4.43E-12,0.329111882,0.159,0.085,9.79E-08,,,,
Hmox1,0.101497137,0.328990438,0.998,0.997,1,,,,
Gsk3b,3.84E-21,0.328699257,1,0.999,8.49E-17,,,,
Herc6,1.70E-23,0.328386612,0.449,0.285,3.77E-19,,,,
Nav1,6.49E-23,0.328045614,0.996,0.994,1.44E-18,,,,
Zfp532,2.99E-47,0.327796186,0.441,0.211,6.61E-43,,,,
Scarb2,2.21E-36,0.32760206,0.707,0.448,4.89E-32,,,,
Gnaq,4.96E-26,0.327520093,0.997,0.996,1.10E-21,,,,
Rai14,9.14E-16,0.326925286,0.789,0.721,2.02E-11,,,,
Acvr2a,3.43E-38,0.32617124,0.568,0.338,7.57E-34,,,,
Itgax,3.92E-21,0.32455716,0.09,0.015,8.67E-17,,,,
Mctp1,1.38E-06,0.324459046,0.346,0.285,0.030549998,,,,
Hk3,3.34E-10,0.323684463,0.371,0.289,7.38E-06,,,,
Nr3c1,4.53E-44,0.323668262,0.875,0.603,1.00E-39,,,,
Runx3,6.27E-13,0.323650098,0.209,0.121,1.39E-08,,,,
Adssl1,2.74E-10,0.322472141,0.355,0.27,6.06E-06,,,,
Atp9b,8.57E-27,0.32200724,0.941,0.845,1.89E-22,,,,
Vegfa,4.21E-28,0.32200558,0.961,0.821,9.32E-24,,,,
Arhgap24,3.62E-06,0.321439842,0.491,0.433,0.079982263,,,,
Sowahc,4.67E-09,0.320377713,0.217,0.148,0.000103332,,,,
Clint1,2.13E-32,0.320355121,0.996,0.987,4.71E-28,,,,
Lpar1,4.01E-09,0.319746508,0.112,0.058,8.88E-05,,,,
Lrrfip1,1.37E-32,0.319238006,1,0.999,3.03E-28,,,,
Ptbp3,1.27E-23,0.319153714,0.998,0.995,2.81E-19,,,,
Npc2,1.18E-22,0.318916041,1,1,2.62E-18,,,,
Osm,8.89E-08,0.31880191,0.224,0.157,0.001966742,,,,
Slc25a36,1.22E-66,0.318321638,0.565,0.232,2.70E-62,,,,
Apbb1ip,1.68E-08,0.318244497,0.522,0.46,0.0003704,,,,
Man1a,5.32E-20,0.318243977,0.646,0.466,1.18E-15,,,,
Uba6,3.14E-19,0.318199775,0.277,0.15,6.95E-15,,,,
Ncoa1,5.84E-28,0.318076952,0.992,0.991,1.29E-23,,,,
Egln1,2.56E-50,0.318060954,0.998,0.994,5.66E-46,,,,
Espn,1.56E-121,0.31805647,0.981,0.957,3.44E-117,,,,
Zeb2os,4.42E-10,0.317703471,0.295,0.213,9.78E-06,,,,
Il15,1.21E-10,0.316948104,0.157,0.089,2.68E-06,,,,
Havcr2,3.08E-06,0.316780776,0.208,0.155,0.068150266,,,,
Pou2f1,2.78E-31,0.315721989,0.669,0.477,6.14E-27,,,,
Sp3,1.14E-32,0.315600564,0.839,0.682,2.52E-28,,,,
Ildr1,1.07E-11,0.315114266,0.124,0.058,2.37E-07,,,,
Fbxo34,3.65E-08,0.315037977,0.25,0.183,0.000806546,,,,
E230016K23Rik,1.35E-15,0.314809955,0.114,0.041,2.99E-11,,,,
Mmp8,0.002739653,0.313992778,0.149,0.118,1,,,,
Cbr2,0.001560626,0.313527962,0.113,0.084,1,,,,
Tbc1d1,1.74E-17,0.313027718,0.977,0.941,3.84E-13,,,,
Rel,5.64E-22,0.312746849,0.904,0.754,1.25E-17,,,,
Sp140,4.27E-10,0.312456836,0.318,0.234,9.45E-06,,,,
Pik3r1,9.18E-20,0.311927487,0.927,0.805,2.03E-15,,,,
Sp100,2.05E-08,0.311818048,0.356,0.285,0.000452931,,,,
Tmsb10,2.29E-20,0.310903746,1,1,5.06E-16,,,,
Pmaip1,1.35E-06,0.310803024,0.237,0.177,0.029958255,,,,
Rb1cc1,3.64E-23,0.31043422,0.935,0.83,8.04E-19,,,,
Prkcq,7.90E-72,0.310354162,0.343,0.083,1.75E-67,,,,
Kbtbd2,2.04E-43,0.310267342,0.594,0.363,4.50E-39,,,,
Galnt6,7.98E-10,0.31013281,0.314,0.235,1.76E-05,,,,
Serpine1,2.24E-05,0.310108346,0.093,0.057,0.49511161,,,,
F3,1.64E-45,0.309640809,0.216,0.046,3.63E-41,,,,
Ptgs2,0.283663029,0.309372221,0.299,0.3,1,,,,
Tbc1d15,5.22E-28,0.308824535,0.91,0.767,1.16E-23,,,,
Rab5a,1.51E-25,0.3087268,0.985,0.981,3.34E-21,,,,
Ier2,2.59E-15,0.308068595,0.988,0.978,5.72E-11,,,,
Arid4b,4.45E-24,0.308049668,0.996,0.995,9.85E-20,,,,
Ciita,4.93E-13,0.307401519,0.087,0.029,1.09E-08,,,,
Mef2a,2.54E-17,0.306775921,0.99,0.97,5.61E-13,,,,
Zswim4,6.17E-09,0.306621954,0.315,0.243,0.000136456,,,,
Oxr1,4.93E-18,0.306579479,0.924,0.863,1.09E-13,,,,
Rock1,8.18E-31,0.306550969,0.998,0.992,1.81E-26,,,,
Eepd1,1.80E-07,0.306496866,0.297,0.232,0.003984257,,,,
Ier3,6.77E-11,0.306299234,0.998,0.997,1.50E-06,,,,
Gm4070,4.97E-18,0.306236098,0.094,0.023,1.10E-13,,,,
Tut4,7.60E-42,0.305897338,0.986,0.977,1.68E-37,,,,
Ppp1r3b,2.65E-15,0.305753507,0.144,0.063,5.86E-11,,,,
Tmod3,6.19E-25,0.305487054,0.986,0.978,1.37E-20,,,,
Stxbp5,2.09E-31,0.303514298,0.624,0.412,4.63E-27,,,,
Gm31718,2.96E-08,0.303392889,0.255,0.184,0.000654764,,,,
Ptpn22,3.20E-10,0.303073043,0.146,0.08,7.08E-06,,,,
Kdm7a,3.63E-17,0.303016266,0.967,0.916,8.03E-13,,,,
Man2a1,3.33E-10,0.302960323,0.984,0.976,7.35E-06,,,,
Tasor2,7.15E-22,0.302292292,0.261,0.13,1.58E-17,,,,
Gbp8,1.12E-13,0.302068401,0.099,0.036,2.49E-09,,,,
Rnf150,1.48E-07,0.301947804,0.378,0.301,0.003270194,,,,
Gm11290,9.67E-06,0.301769868,0.145,0.098,0.213836832,,,,
Arhgap10,1.31E-15,0.301571921,0.997,0.993,2.89E-11,,,,
Sik3,3.58E-13,0.301535432,0.998,0.997,7.91E-09,,,,
Mbnl2,3.35E-21,0.30111368,1,1,7.40E-17,,,,
Gnptab,3.30E-12,0.301093595,0.606,0.49,7.30E-08,,,,
Atp13a3,3.27E-17,0.300943392,0.986,0.976,7.23E-13,,,,
Tcf4,2.11E-17,0.300765308,0.99,0.981,4.66E-13,,,,
Epb41,3.77E-23,0.300333374,0.923,0.793,8.34E-19,,,,
Cfh,6.57E-16,0.299733977,0.074,0.015,1.45E-11,,,,
Scimp,7.27E-18,0.299247391,0.103,0.029,1.61E-13,,,,
Pttg1ip,1.53E-40,0.298790261,0.735,0.491,3.38E-36,,,,
Junos,0.000154747,0.298721227,0.253,0.211,1,,,,
Nsf,6.84E-14,0.29871212,0.961,0.941,1.51E-09,,,,
Mospd2,1.49E-07,0.298268681,0.271,0.201,0.00329872,,,,
Napsa,1.69E-06,0.298047354,0.208,0.15,0.037344061,,,,
Zeb2,1.58E-21,0.297704959,1,1,3.50E-17,,,,
Smo,1.02E-63,0.297673309,0.516,0.237,2.26E-59,,,,
Dennd1b,4.24E-16,0.297486769,0.963,0.936,9.38E-12,,,,
Plek,2.27E-14,0.297415333,0.978,0.796,5.01E-10,,,,
Map3k20,5.49E-14,0.297271976,0.904,0.868,1.21E-09,,,,
Fyn,8.96E-15,0.297045461,0.937,0.917,1.98E-10,,,,
Tpt1,3.08E-34,0.296339167,1,1,6.80E-30,,,,
Cd83,0.000498768,0.29630385,0.378,0.333,1,,,,
Polr2d,1.23E-55,0.296257644,0.435,0.178,2.72E-51,,,,
Cbfa2t3,2.79E-17,0.29624696,0.094,0.024,6.18E-13,,,,
Nfat5,4.31E-12,0.296169027,0.993,0.992,9.53E-08,,,,
Nampt,1.54E-27,0.295742437,0.998,0.992,3.41E-23,,,,
Olfm1,3.78E-11,0.295421996,0.136,0.07,8.36E-07,,,,
Traf6,1.86E-23,0.295096048,0.826,0.696,4.10E-19,,,,
Ifi213,1.69E-08,0.294654145,0.164,0.102,0.00037429,,,,
Gm20513,7.44E-14,0.294507136,0.074,0.019,1.65E-09,,,,
Il4ra,1.01E-05,0.294080719,0.371,0.319,0.222499138,,,,
Aim2,9.34E-08,0.293632279,0.319,0.248,0.00206604,,,,
Rps6ka5,8.90E-08,0.293383376,0.186,0.126,0.001966994,,,,
Dennd4a,5.54E-10,0.293361004,0.981,0.966,1.22E-05,,,,
Ifi47,1.52E-07,0.293274517,0.178,0.119,0.003364386,,,,
Csf2ra,5.75E-08,0.293093485,0.47,0.409,0.001270673,,,,
Maml3,1.24E-12,0.292681193,0.975,0.963,2.74E-08,,,,
Rps6ka3,8.61E-18,0.292632683,0.986,0.966,1.90E-13,,,,
Apba1,3.49E-07,0.292336295,0.238,0.174,0.007709224,,,,
Tmem135,1.25E-40,0.292261986,0.643,0.361,2.76E-36,,,,
Nhlrc2,5.93E-23,0.291583847,0.328,0.179,1.31E-18,,,,
4932438A13Rik,3.78E-27,0.291356814,0.899,0.766,8.35E-23,,,,
Dock2,5.80E-11,0.291184916,0.745,0.691,1.28E-06,,,,
Ifit1,0.003107823,0.290701991,0.141,0.111,1,,,,
Tubb6,9.71E-14,0.290676058,0.972,0.938,2.15E-09,,,,
Cdk14,6.35E-14,0.29040755,0.774,0.638,1.41E-09,,,,
Bnip3l,8.07E-35,0.290298576,0.999,0.999,1.78E-30,,,,
Usp25,9.49E-21,0.290164585,0.988,0.98,2.10E-16,,,,
Smchd1,5.66E-13,0.290126012,0.988,0.984,1.25E-08,,,,
Riok3,1.63E-18,0.290041082,0.977,0.917,3.60E-14,,,,
Exoc5,9.32E-16,0.289956424,0.977,0.972,2.06E-11,,,,
Spop,3.52E-18,0.2890481,0.987,0.977,7.77E-14,,,,
Selenbp1,7.46E-29,0.288854622,0.978,0.938,1.65E-24,,,,
Lmo2,5.64E-11,0.288830906,0.254,0.167,1.25E-06,,,,
Amz1,1.70E-13,0.288788953,0.143,0.068,3.76E-09,,,,
Trafd1,3.73E-09,0.288072547,0.298,0.218,8.24E-05,,,,
Ankrd44,4.07E-09,0.288062567,0.536,0.432,9.01E-05,,,,
Ppp1r12a,1.04E-22,0.287689584,0.998,0.998,2.31E-18,,,,
Plbd1,5.31E-05,0.287629517,0.332,0.288,1,,,,
Fnip1,5.27E-20,0.287527675,0.999,0.999,1.16E-15,,,,
Gbp3,1.62E-10,0.287383882,0.131,0.068,3.59E-06,,,,
Erbin,7.30E-23,0.287312743,0.997,0.99,1.61E-18,,,,
Rlf,3.57E-33,0.287225066,0.994,0.991,7.89E-29,,,,
Bin1,9.91E-16,0.287002364,0.846,0.746,2.19E-11,,,,
Mapk6,1.06E-17,0.286719444,0.991,0.989,2.35E-13,,,,
Gcnt2,0.000108426,0.286592157,0.208,0.166,1,,,,
Marf1,4.25E-12,0.286410827,0.629,0.513,9.41E-08,,,,
1810026B05Rik,4.21E-41,0.286117517,0.919,0.721,9.32E-37,,,,
Hexb,5.34E-32,0.285757224,0.481,0.257,1.18E-27,,,,
Ankrd13c,2.01E-41,0.28550548,0.657,0.405,4.44E-37,,,,
Kdm5c,3.81E-35,0.285462015,0.553,0.307,8.43E-31,,,,
Dus2,1.85E-05,0.285456489,0.21,0.162,0.407994814,,,,
Npepps,6.34E-25,0.285408374,0.993,0.988,1.40E-20,,,,
Socs6,1.96E-09,0.285161276,0.175,0.109,4.32E-05,,,,
Atp8b4,8.36E-09,0.285096724,0.43,0.349,0.00018493,,,,
Lims1,3.85E-20,0.285024506,0.992,0.986,8.51E-16,,,,
Cd300lb,3.08E-12,0.284926836,0.162,0.086,6.80E-08,,,,
Arrb1,4.54E-09,0.284615318,0.218,0.147,0.000100487,,,,
Nabp1,4.48E-07,0.284565493,0.279,0.213,0.009901058,,,,
3-Mar,3.37E-06,0.284481291,0.186,0.133,0.074472771,,,,
Snhg6,8.11E-64,0.283549096,0.526,0.236,1.79E-59,,,,
Rngtt,8.02E-19,0.283480744,0.934,0.848,1.77E-14,,,,
Emilin2,3.54E-07,0.283289772,0.526,0.474,0.007819896,,,,
Rab8b,9.65E-13,0.283146428,0.997,0.993,2.13E-08,,,,
Iigp1,7.09E-06,0.282960185,0.074,0.039,0.156691913,,,,
Ndfip2,1.41E-16,0.282842781,0.958,0.919,3.13E-12,,,,
Pcna,4.92E-17,0.282599725,0.99,0.977,1.09E-12,,,,
Batf3,6.17E-12,0.282417929,0.114,0.051,1.37E-07,,,,
Dip2c,1.28E-06,0.282224113,0.998,0.995,0.028196416,,,,
Glul,1.39E-06,0.281980859,0.974,0.964,0.030642291,,,,
Mef2c,8.81E-09,0.281969531,0.984,0.984,0.0001948,,,,
Cd274,8.38E-08,0.280375122,0.672,0.548,0.001852485,,,,
Tcp11l2,3.50E-08,0.280145273,0.175,0.114,0.000774144,,,,
Zfp704,2.04E-11,0.280045365,0.986,0.979,4.51E-07,,,,
Sertad2,5.89E-12,0.279864667,0.965,0.964,1.30E-07,,,,
Casp4,7.33E-07,0.279416912,0.452,0.387,0.016210424,,,,
Tmed7,7.35E-48,0.279274464,0.797,0.519,1.62E-43,,,,
Rab28,4.93E-45,0.278975571,0.569,0.322,1.09E-40,,,,
Jak1,2.46E-15,0.278874934,0.995,0.991,5.43E-11,,,,
Lemd3,4.62E-10,0.278862807,0.23,0.152,1.02E-05,,,,
Ero1lb,6.90E-06,0.278491223,0.193,0.142,0.152511966,,,,
Nsd3,1.75E-19,0.278212778,0.994,0.987,3.87E-15,,,,
Zyx,7.99E-22,0.277809044,0.99,0.988,1.77E-17,,,,
Larp4b,1.67E-24,0.277772855,0.998,0.99,3.70E-20,,,,
Ptger4,4.68E-08,0.27769984,0.251,0.181,0.00103503,,,,
Csf2rb,0.000205082,0.277258793,0.339,0.295,1,,,,
Map3k2,2.08E-31,0.277006216,0.905,0.719,4.59E-27,,,,
Dip2b,5.82E-20,0.276894794,1,0.997,1.29E-15,,,,
Kras,1.12E-18,0.276814094,0.993,0.991,2.49E-14,,,,
Maff,2.05E-09,0.276018517,0.205,0.134,4.53E-05,,,,
Gramd1b,4.86E-05,0.275646843,0.381,0.326,1,,,,
Itpk1,2.52E-37,0.275309426,0.848,0.65,5.57E-33,,,,
Tes,4.04E-09,0.27530412,0.996,0.995,8.94E-05,,,,
Prkx,6.65E-13,0.275295525,0.269,0.171,1.47E-08,,,,
Atp8a1,4.34E-06,0.275236036,0.368,0.309,0.096080081,,,,
Zfp52,3.54E-10,0.275213611,0.155,0.088,7.84E-06,,,,
Tmem39a,9.93E-15,0.275101799,0.178,0.09,2.20E-10,,,,
Mob1b,3.30E-21,0.274990149,0.365,0.209,7.30E-17,,,,
Spty2d1,2.51E-13,0.274577701,0.407,0.29,5.55E-09,,,,
Eea1,8.19E-13,0.274469124,0.975,0.939,1.81E-08,,,,
Fem1b,4.41E-27,0.274310422,0.887,0.75,9.75E-23,,,,
Ppp2ca,5.43E-20,0.27362453,1,1,1.20E-15,,,,
Iqsec1,1.01E-14,0.273431045,0.649,0.536,2.23E-10,,,,
Pdlim1,4.44E-15,0.273314861,0.223,0.128,9.81E-11,,,,
Sgms2,0.063244689,0.273086516,0.312,0.297,1,,,,
Sec23a,5.18E-31,0.273040642,0.266,0.109,1.15E-26,,,,
Papss2,2.72E-11,0.273016029,0.115,0.053,6.01E-07,,,,
Mex3c,2.70E-20,0.272988613,0.483,0.327,5.96E-16,,,,
Luc7l2,2.43E-24,0.272814964,1,0.999,5.37E-20,,,,
Wnk1,2.54E-11,0.271897737,1,0.999,5.62E-07,,,,
Tubb2a,3.14E-07,0.271836875,0.459,0.397,0.00694394,,,,
Selenok,7.37E-25,0.271734042,0.998,0.996,1.63E-20,,,,
P3h3,2.47E-57,0.271686521,0.338,0.104,5.47E-53,,,,
Utrn,1.58E-14,0.271362626,0.989,0.989,3.50E-10,,,,
Zcchc7,5.08E-23,0.270956953,0.992,0.985,1.12E-18,,,,
Inhba,0.521807199,0.270291691,0.185,0.196,1,,,,
Carhsp1,1.26E-08,0.270263421,0.273,0.202,0.000277954,,,,
Gbp4,1.55E-15,0.269934931,0.073,0.015,3.42E-11,,,,
Bcl2l1,2.57E-17,0.269891097,0.853,0.736,5.68E-13,,,,
Washc4,8.33E-25,0.269741175,0.416,0.236,1.84E-20,,,,
Tbk1,1.73E-17,0.269522259,0.581,0.398,3.82E-13,,,,
Phf11b,9.51E-09,0.269506128,0.208,0.137,0.000210346,,,,
Kpna1,5.54E-12,0.269474069,0.975,0.959,1.23E-07,,,,
Gm31763,0.026817921,0.269049793,0.082,0.064,1,,,,
Rnf114,4.50E-25,0.268886795,0.371,0.199,9.96E-21,,,,
Pvr,9.89E-09,0.268688944,0.209,0.141,0.00021872,,,,
Gpi1,8.66E-19,0.268603966,1,1,1.91E-14,,,,
Aftph,1.45E-30,0.268020162,0.831,0.615,3.21E-26,,,,
Spidr,5.07E-35,0.26749363,0.898,0.691,1.12E-30,,,,
Rock2,9.02E-30,0.267377714,1,0.998,2.00E-25,,,,
Ppp3ca,4.06E-16,0.266607293,0.998,0.99,8.97E-12,,,,
Rab2a,3.63E-23,0.266477376,1,0.999,8.02E-19,,,,
Tgfbi,0.105901322,0.266128307,0.476,0.477,1,,,,
2310022B05Rik,2.24E-43,0.265929172,0.413,0.19,4.96E-39,,,,
Acoxl,5.68E-10,0.264803702,0.081,0.032,1.26E-05,,,,
Nufip1,1.01E-30,0.264368269,0.849,0.665,2.24E-26,,,,
