pathway	pval	padj	log2err	ES	NES	size	leadingEdge
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	0.595533498759305	0.707945972544201	0.0813027345384498	-0.13752416556762	-0.888067498423279	28	Ccr5 Smg1 Maff Notch2 Ahcyl2 Xaf1 Slc20a1 Dock7 Pi4kb Thoc1 Gak Rcan1 Ccnd1 3830406C13Rik Paip1 Klhl7 Wasf2 Kansl1l Lsm12 Pik3ap1 Rnf157 Bloc1s2 Txndc15 Maf
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	0.414762741652021	0.564241405412845	0.0822054920415869	0.208640685777702	1.03483112163755	18	Acp5 Slc44a1 Bhlhe41 Tceal9 Lsm8 Irak4 Rnf157 Mtdh C1galt1 Pdxdc1 Kif5b
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	0.212121212121212	0.366956603067714	0.144630528034484	-0.222503182688856	-1.21297117412494	20	Acer3 Il6st Map3k8 Jun Pepd Anxa4 Slc20a1 Retreg1 Dock7
BRIDEAU_IMPRINTED_GENES	0.223198594024605	0.381411012045094	0.119887845115423	0.250074100360242	1.24033555969047	18	Airn Apoc2 Igf2r Plagl1 Commd1 Ppp1r9a Dhcr7 Pon3 Pon2 Cd81
BROWN_MYELOID_CELL_DEVELOPMENT_DN	0.112852664576803	0.246523488676773	0.16440575583821	0.151380307438208	1.33234282302511	64	Hsph1 Fkbp4 Tmem97 Trim28 Ifitm3 Hmgn1 Smarcc1 Nars Npm1 Nme1 Mboat2 Nt5c3b Sox4 Pgrmc1 Slc7a5 Mgat5 Ruvbl2 Trim37 Zfas1 Aasdhppt Ptpn9 Gas5 Parp8 Utp4 Cd48 Erh Gart Sinhcaf Nop56 Calr Slc1a5 Nop16 Slc16a1 Rif1 Eif4e Ncl Psat1 Ppan Cct6a Wdr43 Cdk4 Nt5c3 Nolc1 Odc1 Sf3b3 Gtpbp4
BROWN_MYELOID_CELL_DEVELOPMENT_UP	0.000259513758227404	0.00387886563963893	0.49849310876659	0.209274660008482	2.40393763192262	117	Aoah Lcn2 C3 Fpr1 Grn Fpr2 Slc31a2 Atp6v1e1 Wfdc21 Il1b Tyrobp Hck Tlr2 Il1rn Mpeg1 Msrb1 Clec4a2 Cd52 Siglece Grina Cybb Anxa5 Cpd Rack1 Mcemp1 Slc15a3 Dstn Pgd Ccnd2
BRUINS_UVC_RESPONSE_EARLY_LATE	0.289473684210526	0.453312536530332	0.158514105424824	-0.0769259368130889	-1.14346227145253	150	Bcar3 Fbxw11 Anxa3 Cd84 Ifrd1 Arih1 Snx24 Hdac9 Nipbl Pik3cb Dennd1b Gpcpd1 Apobec1 Ahnak Ankrd11 Stambpl1 Ndfip2 Epc1 Sec24b Kpna3 Filip1l Igf1r Trim26 Mapk1 Crtc3 Hnrnpll Wac Asap1 Ppp1r15b Ptpn2 Akirin2 Etv5 Phf3 Socs3 Atg3 Tmem248 Ube2g1 Ncoa6 Ctdp1 Rbm6 Mob4 Pum1 2310001H17Rik Ddhd1 Macrod2 Cln8 Srrm2 Lrp1 Fubp1 Chd2 Snap23 Ptpn12 Frmd4a Rnf115 Fes Vps37b Rnf111 1110059E24Rik Lmbrd1 Fbxo42 Arl6ip6 Ube2w Ppp2r2d Slx4ip Smurf2 Cdt1 Eif3a Rnf216 Eif1a Cdc40 Cdyl Emsy Desi2 Ubn1 Dyrk2 Zcchc8 Kdm1a Stag2 Uimc1 Mat2b Gmnn Ubl4a Nasp Rora Rnd3 Ss18 Stk10 Psmc6 Dusp16 Ssb Ctdspl Smap1 Map4 Snhg9 Siva1 Acvr1
BRUINS_UVC_RESPONSE_MIDDLE	0.388174807197943	0.549424190491029	0.108394255853397	-0.150628704339874	-1.04046853798128	33	Btg1 Hilpda Btg2 Chst11 Sec24d Nsmce2 Sap30 Trmt61b Zfp622 Arf2 Pnp Elovl5
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	0.0319760380966567	0.103598666781365	0.321775918075361	-0.0799155285179121	-1.57036923399036	249	Dab2 Bcar3 Cebpb Atf3 Atp2b1 Cacna1d Clic4 Fos Nfil3 Klf9 Tlr4 Dhrs3 Arhgef3 Smim3 Rhoh Egr2 Mmp13 Naaa Camk2d Bcl6 Map3k8 Rassf8 Uck2 Lpxn Glipr2 Hipk2 Dock4 Gm2a Neat1 Map3k20 Cd164 Rbm47 Mef2c Arrb1 Mapk6 Nr3c1 Map3k1 Pdgfc Atp8a1 Sh3kbp1 Pik3r1 Akt3 Pou2f1 Fem1b Fkbp1a Tex14 Pag1 Pla2g4a Myl12a Ppp2r2a Fgd4 B3gnt2 Selenbp1 Tox4 Strn3 Rnh1 Itga5 Rab11fip1 Fyco1 Lonrf3 Per1 Dock7 Adora2b Tbk1 Lcp2 Lrrc58 Rab31 Abhd18 Mlkl Chm Ankrd33b Lman2 Myo5a Erp44 Zzef1 Entpd1 Mir142hg U2surp Helz Dnajb4 Vps37a Med1 Zeb2 Pde7a Anpep Xpot Xrn1 Socs4 Krit1 Mapre1 Crlf2 Hmbox1 Appl1 Dcaf11 Slc30a7 Med15 Prdm2 Pds5a Rnf111 1700025G04Rik Lrrc4 Ggps1 Gpatch2 Myo1c Rufy3 Vamp2 Gosr1 Tusc3 Cd47 Plcl2 Tmed7 Ube2l6 Ube3b
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	0.814691151919866	0.866478919641528	0.046788296531803	0.120798946217945	0.735212210328568	28	Lyz2 Atp6v0c Hsph1 Gng5 Hmgn3 Mecom Shkbp1 Eif3d Uba1 Eif3g Uvrag Usp14 Dhx40 Sdc4 Klf10 Bzw1 Naga Ccnk Rabgap1l Gch1 Emb Tlnrd1 Taok3 Mtor
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	0.194444444444444	0.348198438054668	0.176694268938498	-0.108478399262569	-1.24294986904828	88	Ccl2 Fcgr2b Ccl7 Lgals3 Fbxw11 Fam107b Azin1 Nktr Arih1 Dusp10 Luc7l2 Gsk3b Chil3 Runx3 Dennd1b Cacul1 Socs6 Tiam1 Appl2 Rara Rbm25 A930015D03Rik Calcrl Snx9 Trak1 Zc3h13 Ggta1 Atp6ap2
BRUNO_HEMATOPOIESIS	0.201530612244898	0.356334095152257	0.156312403073186	-0.160134116714637	-1.22949774323036	39	Cd53 Cd9 Ifi211 S100a6 Pfkp Anxa2 Tec Bhlhe40 Ctsc Map3k1 Slfn2 Fkbp1a
BURTON_ADIPOGENESIS_1	0.00797471983359471	0.0406348224248167	0.380730400722792	-0.309227365537508	-1.88311703914724	25	Cebpb Rhob Nfil3 Arl4c Phlda1 Errfi1 Maff Vegfa Irs2 Wee1 Bag3 Fosl2 Per1 Sgk1 Dnajb4
BURTON_ADIPOGENESIS_10	0.565727699530516	0.68708640430521	0.0810802057550866	-0.160343098475741	-0.902031688499187	21	Fam107b Lpl Lrrfip1 Vcl Sowahc Mtm1 Rab3il1
BURTON_ADIPOGENESIS_11	0.000407131383282639	0.00530691024023068	0.49849310876659	-0.33257612114131	-2.48761291740334	37	Alcam Ifi203 Rbm39 Irf1 Ahr Nr3c1 Zfp644 Lims1 Lpar1 Gbp7 Rab9 Atp6ap2 Acvr2a Paxbp1 Tbk1 Sms Tulp4 Atf1 Rasa1 Ccdc88a Ice1 Atf2 Nfix Pnrc2 Gadd45a Rnf13 Top2b Arfgef1
BURTON_ADIPOGENESIS_12	0.0875	0.204775574112735	0.241339976815091	-0.245979240341752	-1.41322461869123	23	Ptbp3 Nipbl Sp3 Srpk2 Zfp638 H1f0 Rsrp1 Dnajc3 Zfp871 Hnrnpm Capn7 Arglu1 Fam76b Gtf2a1 Ireb2
BURTON_ADIPOGENESIS_2	0.470394736842105	0.606686890512493	0.0721797965581253	0.139522809048293	0.99176276507294	40	Ptges Sash1 Sdc1 Hsph1 Pgd Nf2 Avpi1 Rhoj Serp1 Ftsj3 Prkce Tubb3 Gsto1 Srxn1 Ccnd3 St3gal1 Bop1 Timp1 Lxn Nop56 Srm Rasa3 Rhou
BURTON_ADIPOGENESIS_3	0.172025723472669	0.321970308937836	0.132147260608774	0.173674198293946	1.27661881783662	42	Abca1 Lmo4 Rnaseh2c Slco3a1 Mki67 Brca1 Birc5 Top2a Impdh2 Prc1 Incenp Cdca8 Mcm7 Dnmt1 Tyms Cks1b Mcm2 Dtymk Rrm1 Usp1 Pola1 Pclaf Mcm3 Rrm2 Slbp Cks2 Nasp Ezh2
BURTON_ADIPOGENESIS_4	0.0121995728361719	0.0550368017491633	0.380730400722792	0.325208821221419	1.85922392771005	24	Atp6v1f Fkbp4 Plxnd1 Ldha Pole4 Nhp2 Emc8 Ppm1g Lsm3 Abcf2 Zfp385a Cct3 Nop2 St3gal4 Igfbp4 Uchl5 Snrpa1 Rhou Adipor2
BURTON_ADIPOGENESIS_5	0.541329011345219	0.663201990948623	0.0645031249656493	0.122561562399121	0.922573182593356	45	C3 Wfdc21 Fabp5 Aldoa Por Fabp4 Taldo1 Tmem97 Bcap31 Abhd5 Sorbs1 Jagn1
BURTON_ADIPOGENESIS_6	0.000802771448589181	0.00756224196528128	0.477270815362862	0.290898436508303	2.2419019426558	49	Lcn2 Hp Nr1h3 Abca1 Map4k4 Apoe Tank Cyb5a Pdap1 Rbpms Psen2 Reep5 Ddt S100a8 Agpat3 S100a1
BURTON_ADIPOGENESIS_7	0.261788617886179	0.422860289121623	0.104343952581949	0.181520519800692	1.16513069853413	31	Marcksl1 Timp2 Plxnb2 Vamp5 Slc6a8 Ifitm3 Cpe Rhoj Slc29a1 Actn1
BURTON_ADIPOGENESIS_8	0.000310157461901723	0.0044575194204081	0.49849310876659	0.300138874427086	2.39106688675107	52	Pltp Pla2g7 Emp3 Plxnb2 Serpinb6a Sptan1 Anxa5 Ctsa Tuba1a Nsa2 Dstn Myh9 Pld3 Prr13 Gba Gstm2 Gnb1 Pdpn Asah1 Tapbp Itgav Msn Map1lc3b Capg Hmgcr Tceal9 Slc7a5 Scpep1 Pdlim7 Mapkapk2
BURTON_ADIPOGENESIS_9	0.0236526946245284	0.0858769329184454	0.352487857583619	-0.190653192350631	-1.67438084833316	50	Ccl2 Spp1 Ccl7 Ccl9 Fos Plk2 Nedd9 Klf4 Pcgf5 Slc8a1 Phlda1 Rock2 Anxa11 Pla2g4a Cited2 Asap1 Prkcd Ggta1 Snx6 Cxcl1 Acvr2a
BURTON_ADIPOGENESIS_PEAK_AT_0HR	0.229007633587786	0.387205968705744	0.14551614609036	-0.182828087441001	-1.21465070799638	30	Spp1 Dab2 Ccl9 Plin2 Klf2 Isg15 Lpl Apbb1ip Neat1
BURTON_ADIPOGENESIS_PEAK_AT_16HR	0.497444633730835	0.625853461742161	0.0711327399327894	0.173833657780576	0.953650943286508	22	Saa3 Ass1 Ecm1 Abcf1
BURTON_ADIPOGENESIS_PEAK_AT_24HR	0.000227747211948927	0.00356317133395331	0.518848077743792	0.477293857422939	2.48907619267722	20	Slpi Lcn2 S100a8 Pttg1 Rangap1 Trappc5 Isyna1 Dctpp1 Top2a Exosc5 Galk1 Stmn1 Prc1 Ipo5 Srsf1 Elavl1 Rrm1 Ube2c
BURTON_ADIPOGENESIS_PEAK_AT_2HR	0.00206221451600911	0.014539260832995	0.431707695803346	-0.299348131641758	-2.06774873515446	33	Thbs1 Dusp1 Junb Zfp36 Rhob Fos Gadd45g Klf4 Btg2 Rgs2 Ppp1r15a Phlda1 Errfi1 Fosb Bag3 Slc20a1 Cxcl1 Map2k3
BURTON_ADIPOGENESIS_PEAK_AT_8HR	0.0077118109299163	0.0396556883139274	0.407017918923954	-0.324313857695484	-1.90568329295639	24	Ifi204 Cebpb Plac8 Cd44 Slc23a2 Fgl2 Tsc22d3 Samhd1 Tubb2a Tiam1 Ppp1r2 Uap1 Itga5
BYSTROEM_CORRELATED_WITH_IL5_DN	0.21025641025641	0.365422381236335	0.153158808683073	-0.136999365385006	-1.21454952631549	51	Pim1 Snx2 Cd44 Il6st Hipk1 Lyst Nr3c1 Syk Kpna3 Pik3r1 Arnt Cd180 Ikzf1 Pik3cd Clk4 Adam10 Ssr3 Hivep2 Sla Mxd1 Tram1 Sf3b1 Adar Ap1g1 Rnf13 Wrn Nvl Cand1 Stat5b Mapk9 Pstpip2 Pld1 Pknox1 Matr3 Baz1b Eif4g1 Ncf1 Pitpnb Srsf1 Mapkapk2 Tmpo Incenp Rnf2 Sorl1
BYSTROEM_CORRELATED_WITH_IL5_UP	0.0498647113863214	0.139745853660166	0.321775918075361	0.271599850003975	1.63448055060465	27	Map4k4 Vamp8 Cd63 Psmc5 Nucb1 Il3ra Hdgf Lyl1 Polr2l
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS	0.0849358974358975	0.202151042517285	0.193813302725311	0.195616774851281	1.44532525666942	43	Dpp7 Psmb6 Ccnd2 Myo7a Agtrap Gnb1 Nop10 Snrpb2 Glo1 Prkce Arl6ip1 Scoc Eef1akmt1 Cpsf2 Saraf Dda1 Arhgap9 Fam114a2 Ocel1 Necap2 Vps52 Thumpd1 Dctn6 Klc1 Pdxdc1 Spg21 Hjurp Gatad2a
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_TRANS	0.603915662650602	0.709632555378748	0.055826471778749	0.0891578223752599	0.875792189548291	81	Hp Abca1 Cyba Fabp5 Sdc1 Glmp Pgap2 Aip Mki67 Hmox2 Otub1 Tcirg1 Nfkb1 Eif5b Fbln1 Cetn2 Zfp444 Ctcf Tmem222 Pdlim7 Dda1 Eif2b4 Sypl Sfr1 Akap8 Brip1os Sf3a2 Zmym4 Baz1b Utp4 Skap2 Igfbp4 Med10 Flcn Pdxdc1 Dnajb6 Nsd1 Slc35c2 Ormdl3 Chd8 Eya3 Map1s Anp32a Sbno1 Nxf1 Snrpb 1810037I17Rik Rap1gds1 Sf3b5 Dnajb11 Rpf1 Zfand6 Nop58 Usp22 Mnt Stk11 Trip12 Sfpq Nans Eps15l1 Stx12 Blm Cnbp Ttc17 Hnrnph2 Tulp4 Lrrc58 Mkln1 Psmd14 Ifit1
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS	0.526158445440957	0.65245975369393	0.0619762736001998	0.0980776922461303	0.943994306552816	76	Ubap2l Il3ra Dpp7 Psmb6 Ccnd2 Agtrap Creg1 Gnb1 Tmco1 Nop10 Snrpb2 Glo1 Cnih1 Arl6ip1 Tbcb Tmem234 Scoc Ggh Psmg4 Flot1 Cpsf2 Hypk Rcn1 Saraf Cbr1 Pon2 Tm2d3 Pigx Ddost Ocel1 Necap2 Tfpi Cnn3 Vps52 Thumpd1 Dctn6
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS	0.288321167883212	0.453312536530332	0.0819778796501272	0.0647560364185702	1.16681352937902	350	Saa3 Gngt2 Atp6v1e1 Il1rn Mpeg1 Rbpms Plxnb2 Tpp1 Vegfb Syngr1 Mbd3 Wbp2 Atp6v1d Polr2i Abcf1 Tuba1a Trpm1 Hdgf Arl6ip4 Plxnd1 Vav1 Stxbp2 Eif3b Sirpa Neu1 Snx10 Tulp3 Pttg1 Ccl3 Adipor1 Rab4b Xpnpep1 Prr13 Zmynd8 Eif2s2 Tfrc Rap2b Cbx5 Josd2 Arpp19 Ifitm3 Hcfc1 Etl4 Mea1 Pdrg1 Kdelr1 Hmgb1 Gyg Bcl7b Tcirg1 Rwdd1 Nagk Wbp1 Ift27 Nacc2 Zdhhc6 Myo1f Nfkb1 Oca2 Rrp1 Gtf3a Smpd1 Ublcp1 Polr2c Sri Eif5b Glo1 Glb1 Gsk3a Usp19 Scn8a Prkar1a Nucks1 Zc3h15 Eng Polr1c Nfkbie Cript Dnajc7 Tmem199 Alkbh5 Fkbp9 Tyrp1 Itgav Fbln1 Mbp Zranb2 Chmp6 Gipc1 Pdxk Tm2d2 Rtkn
CADWELL_ATG16L1_TARGETS_DN	0.72636815920398	0.799147058313264	0.0711327399327894	-0.126965631749857	-0.797555389943102	27	H3f3b Camk2d Fkbp5 Hspa1a Per1 Cap1 Sgk1 Fubp1 Thoc1 Gdap2 Ramac Hspa1b P4ha1 Tubgcp4 Tmem242 Hspa4l
CADWELL_ATG16L1_TARGETS_UP	0.0254296104777365	0.089785998397812	0.352487857583619	-0.271517720510921	-1.75333594526094	28	Cd36 Xist Lpl Rsad2 Kras Ssr1 Rhov Trf Socs3 Fam241a Cxcl1 Hbb-bs Fcgrt Ifit1 Bst1
CAIRO_LIVER_DEVELOPMENT_DN	0.0442607183588695	0.128873416312449	0.321775918075361	0.177948245939798	1.64917157950497	70	Lyz2 Adgre1 Lcn2 Hp C3 Cfp Apoe Il1rn Smpdl3a Cd302 Cybb C1qa Gstm1 S100a8
CAIRO_LIVER_DEVELOPMENT_UP	0.0411392405063291	0.123307723549719	0.282013350011725	0.187300430293888	1.61474697328635	61	Marcksl1 Trps1 Id3 Fkbp3 Wls Hmgn3 Arpp19 Kifap3 Serpinh1 Pkm Pdpn Hmgn1 Rwdd1 Adgrl2 Spats2 Tbcb Fam174b Syne2 Ttc3 Ptprs Smyd2 Klhl22 Plod2 Rcn1 Mgat5 Large1 Uchl3 Morf4l1 Utp3 Pno1 Mak16
CASTELLANO_NRAS_TARGETS_UP	0.125	0.260896093194699	0.206587922696891	-0.19017932294856	-1.36021389911012	35	Ifi204 Fndc3a Ifi203 Lsp1 Il13ra1 Isg15 Mmp13 Ifih1 Tap1 Gbp2 Tubb2a Anxa4 Zfp703 Psmb8 Ifit1 Tulp4 Crybg1 Stat1
CHANGOLKAR_H2AFY_TARGETS_DN	0.39622641509434	0.551311071932764	0.0833634065110386	0.203147614668524	1.04269007036762	19	Ptgds Cmklr1 Ell2 Mphosph8 Usf2 Mylk Pex19 Eif4a3 Cryl1 Utp4 Atp6v0a2 Msl1 Gtpbp4 Secisbp2 Ybx3
CHANGOLKAR_H2AFY_TARGETS_UP	0.642262895174709	0.738437646657281	0.057609110864425	0.147397983497633	0.842676581729082	24	Zc3h12c Tmem176a Slc44a1 Tmcc3 Slc6a8 Scd2 Glo1 Cmtm4 Aph1a
CHEBOTAEV_GR_TARGETS_DN	0.305210918114144	0.466768675587934	0.122107920287081	-0.172498337066824	-1.113914533121	28	Flrt2 Vav3 S100a4 Gpat3 Atp8a1 Sh3kbp1 Zfp704 Pla2g4a Gbp7 Syne1 Mob3b Fggy Zfp36l1 Col1a2 Tsc22d1 Usp18 Sipa1l3 Slc39a10
CHEBOTAEV_GR_TARGETS_UP	0.000571736227440657	0.00647390213091895	0.477270815362862	-0.35121690095776	-2.29394206654935	29	Ednrb Sulf2 Nr3c1 Zfp52 Ifit2 Ccdc71l Tnfrsf21 Mgat4a Iqgap2 St6gal1 Rab11fip5 Trak1 Itpr1 Nrp1 Tspan13 Fkbp5
CHEN_LIVER_METABOLISM_QTL_CIS	0.68678629690049	0.771430299424297	0.0535669384770951	0.124692653213649	0.826202019856813	33	Fcer1g Nenf Igsf8 Scly Mlph 2310009B15Rik Soat1 Smyd2 Hes6 Cyb5r1 Tmem183a
CHESLER_BRAIN_HIGHEST_EXPRESSION	0.0931780366056572	0.213423962056181	0.188204146308491	0.252814247937997	1.44534301765547	24	Atp6v0b Psmb5 Actb Dynll2 Rabac1 Dctn3 Gnb1 Glo1 Prkce Zranb2 Kctd12
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	0.63765541740675	0.736253490593768	0.0610363728309177	0.177830682559001	0.844100636753735	16	Tulp3 Pttg1 Gnb1 Cpsf2 Ocel1 Rgs19 Vps52 Thumpd1 Pdxdc1 Hjurp
CHESLER_BRAIN_QTL_CIS	0.300492610837438	0.462909948307145	0.0965629554309422	0.165152590987935	1.13309307755028	37	Ssbp4 Psmb6 Ppdpf Ccnd2 Tulp3 Pttg1 Myo7a Tcea1 Gnb1 Pdpn Glo1 Scoc Fam32a Eef1akmt1 Cpsf2 Sorl1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	0.000782143508933647	0.00743036333486964	0.477270815362862	0.231822377368272	2.30943538975944	82	Pltp Acp2 Atp6v0b Emp3 Nupr1 Nmt1 Serpinb6a Gstm1 Vamp5 Naa38 Nfic S100a1 Taldo1 Snx10 Mea1 Dgcr6 Avpi1 Cd151 Ica1 Nfe2l1 Slc29a1 Asah1 Sri Asns S100a13 Cyp51 Rnpepl1 Phlda3 Gipc1 Tm2d2 Map1lc3b Capg Gamt Cyb5r1 Galk1 Dap
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	0.0615428778747264	0.161568070486108	0.321775918075361	-0.150203348185242	-1.48115842802956	64	Ccl2 Thbs1 Ifi204 Cebpb Ifi207 Lsp1 Vcan Apbb1ip Phlda1 Atp13a3 Errfi1 Man2a1 Cask Xdh Bach1 Casp4 Ifi205 Lpar1 Srsf3 Lamp2 Pten Evl Eif2ak4 Hmgn2 Ube2d2a Anp32e Taf1d Emb Ivns1abp Srsf6 Hnrnpu
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	0.14070351758794	0.283684610100864	0.151148761385484	0.226502515747164	1.33856141254957	26	Saa3 Slpi C3 Tmem176b Tmem176a Fas
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	0.860824742268041	0.897660033565092	0.0645031249656493	-0.0996128802518942	-0.702028079865286	34	Spp1 Fxyd5 Cd9 Cdkn1a Cytip
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	0.246223564954683	0.405310743486343	0.103576326612592	0.12577616929899	1.19874677004385	74	Slpi Pltp Nupr1 Nmt1 Tspan4 Sptan1 Gstm1 Vamp5 Man2b1 Slco3a1 Id3 Snx10 Pstpip1 Cd151 Sptbn1 Slc29a1 St3gal5 Asah1 Sri S100a13 Rnpepl1 Tm2d2 Map1lc3b Itgb5 Ntpcr Copz2 Ablim1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	0.471471471471472	0.606686890512493	0.0675188953767744	0.100639931865402	0.976852300173983	78	Marcksl1 Tmsb4x Tnfaip2 Nfe2l2 Nav2 Igf2r Prkcb Ctsb
CHYLA_CBFA2T3_TARGETS_DN	0.000109962831620557	0.00212531610770076	0.538434096309916	0.314678608426366	2.50689818842503	52	Mmp14 Lcn2 Blvrb Wfdc21 Irf7 Igf2r Gdpd1 Slc11a2 H3f3a S100a8 Agpat3 Slc7a7 Mgll Ampd3 Tex264 Cela1 Ell2 Sorbs1 Adgrl2 Ptk2 Nfia Ublcp1 Slc29a1 Asns
CHYLA_CBFA2T3_TARGETS_UP	0.00219890456439416	0.0154060751042866	0.431707695803346	0.158888135301661	2.11268769818041	169	Slpi Gmfg Hp Nr1h3 Clec4e Atp13a2 Dusp2 Clec4d Arhgdib Nav2 Fabp5 Ppia Ikbke Igsf6 Clec12a Rbpms Ly6i Ptprj Ebi3 Sptan1 Gstm1 Ass1 Anxa5 Hvcn1 Gpr65 Ncf4 Vat1 Dstn Slco3a1 Ppfibp2 Ccnd2 Slc24a5 Arl11 Tcn2 Phf21a Stox2 Myo7a Ldlrad3 Wls Fnbp1l Gstm2 Rab27a Tcirg1 Ica1 Tnfaip8 Pld4 Hivep3 Sptbn1 Fkbp11
COATES_MACROPHAGE_M1_VS_M2_DN	0.0220012262083989	0.0824862026074086	0.352487857583619	-0.202799172531355	-1.77025684034728	49	Arg1 Thbs1 Flrt2 Rgcc Hilpda Cytip Adam8 Atp6v0d2 Chil3 Egln3 Ankrd37 Cblb Cd24a Xdh Slc2a1 Vegfa F7 Fam241a Hspa1a F10 Qrich1 Tulp4 Bst1 Hs6st1
COATES_MACROPHAGE_M1_VS_M2_UP	0.207236842105263	0.36298828125	0.120433371642259	0.172930407962739	1.22923227202912	40	Marcksl1 Dst Aif1 Rab10 Slc7a7 Nrcam Hmgn3 Rapsn Cadm1 Atp6v0e2 Glo1 Tm7sf3 Ttc3 Pianp
CUI_TCF21_TARGETS_2_DN	2.18777009966566e-17	1.2262451408626e-14	1.07686819261983	-0.201989915636082	-5.31267529384631	444	Srgn Sgms1 Anxa1 Cd36 Thbs1 Ifi204 Cebpb Fndc3a Metrnl Mtss1 Lpp H3f3b Rbms1 St8sia4 Tiparp Mndal Rap1b Hip1 Nfil3 App Mafb Itprid2 Tlr4 Fmnl2 Nedd9 Il13ra1 Rin2 Klf4 Ifrd1 Ptprc Gab2 Ehd4 Dleu2 Jarid2 Parp14 Il6st Camk2d Fndc3b Trim30a Arhgap26 Man1a Luc7l2 Acap2 Kdm6a Rgs2 Psd3 Spop Slfn5 Malt1 Tspan5 Rock1 Ptpro Tbc1d1 Riok3 Lrrfip1 Nsf Lmo2 Ednrb Cxcl2 Dmxl1 Fyn Gvin1 Kdm7a Nfkbia Atp7a Dock4 Cblb Vcl Neat1 Map3k20 Tmod3 Grk5 Vim Ahnak Mef2c Sulf2 Arap2 Cers6 Arrb1 Kdm4c Osbpl8 Lyst Mospd2 Lnpep Arhgap24 Zfp52 Sowahc Lemd3 Vegfa Vps54 Tubb2a Zc3hav1 Mbnl2 Tcp11l2 Hivep1 Tent5a Dach1 Arnt Pag1 H2-T23 Phf20l1 Usp25 Iqgap2 Iqsec1 Rap1a Lims1 Samd8 Foxn2 Inpp4a Arrdc3 Tle4 Dusp6 Snx13 Plcl1 Slc12a6 Itsn2 Plekhg1 Calcrl Calm2 Anxa4 Mkrn1 Cemip2 Ppp1r2 Btaf1 Slk Mtm1 Slc38a9 Cast Cited2 Map3k2 Ypel5 Tut7 Fgd4 B3gnt2 Esco1 Jak1 Myof Txnip Heatr5a Plxdc2 Tmed5 Atxn7l1 Slain2 Ecpas Irf2bp2 Gsn Frmd6 Mir22hg Ranbp9 Cpeb4 Agfg1 Kif1b Frs2 Znrf2 Prdm1 Retreg1 Fam241a Rictor Hspa1a Eaf1 Rnpc3 Hivep2 Arid4a Rab3gap2 Ncoa4 Map3k3 Clock Secisbp2l Armc8 Galnt10 Hlx Ugp2 Ppp4r3b Lrch1 Pcmtd1 Sfmbt1 Sec11c Stxbp3 Kmt2c Homer1 Ankrd33b Sgk1 Ttc14 Crebbp Lztfl1 Fry Eif2s3x Lin54 Mbd5 Mtus1 Lasp1 Dnajb4 Chmp1b Vps37a Snap23 Pggt1b Ino80d Zeb2 Usp9x Celf2 Ptpn12 Tgfbr2 Tor1aip2 Atxn7 Gpr146 Cpeb2 Ccdc82 Ing3 Tasor Stat1 Pum2 Macf1 Krit1 Sos2 Clip1 Dnajb14 Acsl4 Zfx Rnf11 1110032A03Rik Arhgap17 Apbb2 Calm1 Med13 Wdfy1 Klf3 Tex2 Oip5os1 Cbl Lpin2 Ncor1 Gmds Rcan1 Slc17a5 Myo1c Ergic2 Dubr Cd47 Lmbrd1 Hspa1b Sh3glb1 Fam174a Arhgap31 Edem3 Nbeal1 Rnf103 Yipf4 Strn Araf Gtf2a1 Rabgap1l Fam120a Itgb1 Rapgef4 Gadd45a Rnf13 Ralb Ldah Cxcr4 Mtmr6 Parp12 Emc7 Arid5b Setd7 Cep85l Cdc73 Dync1li2 Cyp20a1 Inf2 Ifi35 Hipk3 Lrba Purb Sgk3 Klhl5 Parp4 Rnft1 Tmbim1 Tmem9b Golga3 Taok1 Trip11 Cdyl Dusp3 Adam9
